level,title,difficulty,url
19,Failnaught,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=PMAAr6CzXaTrS1Tpc3EeCg%3D%3D
19,Fin.ArcDeaR,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=SUbJ5p3v38C5CC8Rrwbgng%3D%3D
19,Fly Like You,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=PceLjLIYatNek3JzbRB2iQ%3D%3D
19,FREEDOM DiVE,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=Y/vSkOBMQVzk/BfMDUcRjQ%3D%3D
19,GERBERA -For Finalists-,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=rrixRSIVycNuei9c57nRIw%3D%3D
19,GODHEART,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=0k0avvWCYPFlUtyQ7CBllw%3D%3D
19,Immortal saga,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=Ypa1o3ri1D8HGHu5XnkH0w%3D%3D
19,KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=nKGEso8Aj5n31kg8ARLuUQ%3D%3D
19,Last Resort,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=feasUEPqqiihIh39mXpqxg%3D%3D
19,Sailing Force,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=eXQFHsChM1j3lnoNtiLjhg%3D%3D
19,Staring at star,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=mVIL06Atw33r1cDO4YjxBg%3D%3D
19,TWO-TORIAL,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=Z7U3oMKD%2BGZF/PFDoY9RAw%3D%3D
19,Xéroa,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=DngHazoyAWDCWRHSL153pw%3D%3D
19,セイレーン ～悲壮の竪琴～,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=TMNyiwSosAce/zmy7jh7pA%3D%3D
19,逆月,MXM,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=4&id=cBycue%2BFrq15cM5OrjqdOg%3D%3D
19,FLOWER,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=sRkpC8vuFu0cymcaPmjSwg%3D%3D
19,Got more raves？,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=VJDNiQ9ssQTBU77Xwl0jww%3D%3D
19,きたさいたま2000,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=O8zw0keaQqcumbnVqJmpjg%3D%3D
19,極圏,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=ofjaw0eO9vlRSDlqRUW6Gw%3D%3D
19,ΑΩ,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=s1dfbMK12tAcEpN2Lbyjdg%3D%3D
19,Blastix Riotz,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=lbYQDBDxhEbXlUnk6PSvcw%3D%3D
19,DIABLOSIS::Nāga,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=DJn5PSHybutWlqFHNaJhtw%3D%3D
19,Everlasting Message,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=Nmx80/Z6lSPVPdR8Bh/E7w%3D%3D
19,FLügeL《Λrp:ΣggyØ》,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=RSweuRM%2BzAM/MEycfgdvrA%3D%3D
19,KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=Xr/w2VziSdCEVsCsj8BG/Q%3D%3D
19,Lord=Crossight,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=6oFf64MGwEl12kNJiDggBg%3D%3D
19,Preserved Valkyria,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=kY4W3b3c374Aq4JzXemqwg%3D%3D
19,XyHATTE,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=rCthMSDT76QSslxv46x9Vw%3D%3D
19,月光乱舞,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=XkJUCDXThRgNVa8DWnNy4A%3D%3D
19,Innocent Tempest,VVD,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=WQScwWeWOseaLi7R97FCag%3D%3D
19,音楽 -resolve-,VVD,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=HmKJsbh9Az1LBK6wZFlsTQ%3D%3D
19,Booths of Fighters,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=XJ/%2BrN11nzgx/GT0LoWfmA%3D%3D
19,For UltraPlayers,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=YhoEiDqnOx8yU3ifMA4HRg%3D%3D
19,INSECTICIDE,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=bqi%2Bl9PYMt%2Boh/2VU2w8dg%3D%3D
19,Quietus Ray,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=%2BKmDKMwAqym%2B9h52FBGVdw%3D%3D
19,Verse IV,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=da7d62w6jfQ3si6NnfIoGg%3D%3D
19,バンブーソード・ガール,HVN,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=jClcOOaswaAURBdKK0ZTQg%3D%3D
19,Bangin' Burst,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=/WTgEO09v61IpW3AzrZCgw%3D%3D
19,Black Emperor,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=Mo3S0b7ZorRklKinGU2XiQ%3D%3D
19,BLACK or WHITE?,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=/bn5TIKzlqUZNZPw2QjA9A%3D%3D
19,Growth Memories,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=lZJy9Q2eunm9keDYPn5K4Q%3D%3D
19,snow storm -euphoria-,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=jDjyxfP1XFfj3rd0z3H4Tw%3D%3D
19,XROSS INFECTION,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=wD0lDoou2cY0OXESpN3JHg%3D%3D
19,大宇宙ステージ,GRV,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=8udahCTP2FHeEPp1iDsWLA%3D%3D
19,Ganymede kamome mix,INF,https://p.eagate.573.jp/game/sdvx/v/p/ranking/ranking.html?type=3&id=wB%2BfamyiDDxd8pvbpbnazw%3D%3D
